time,price,return
1965,1.072006,-0.002567
1966,1.072915,0.000848
1967,1.071499,-0.001322
1968,1.069682,-0.001697
1969,1.066547,-0.002935
1970,1.063334,-0.003017
1971,1.063675,0.000320
1972,1.065810,0.002005
1973,1.065355,-0.000427
1974,1.067582,0.002088
1975,1.068336,0.000706
1976,1.064466,-0.003629
1977,1.067073,0.002446
1978,1.066043,-0.000966
1979,1.067185,0.001071
1980,1.067086,-0.000093
1981,1.065166,-0.001800
1982,1.065289,0.000115
1983,1.063477,-0.001702
1984,1.064562,0.001019
1985,1.065704,0.001072
1986,1.068396,0.002523
1987,1.068051,-0.000322
1988,1.069586,0.001436
1989,1.071167,0.001477
1990,1.068267,-0.002711
1991,1.066936,-0.001247
1992,1.067240,0.000284
1993,1.066964,-0.000259
1994,1.069954,0.002798
1995,1.068864,-0.001019
1996,1.063932,-0.004625
1997,1.062913,-0.000958
1998,1.062609,-0.000286
1999,1.065591,0.002803
2000,1.066393,0.000752
2001,1.069081,0.002518
2002,1.068379,-0.000657
2003,1.064773,-0.003382
2004,1.065107,0.000314
2005,1.065780,0.000632
2006,1.069986,0.003938
2007,1.071022,0.000967
2008,1.073515,0.002325
2009,1.072182,-0.001242
2010,1.073358,0.001096
2011,1.071708,-0.001538
2012,1.072344,0.000593
2013,1.071750,-0.000554
2014,1.070451,-0.001213
2015,1.067689,-0.002584
2016,1.064581,-0.002915
2017,1.067746,0.002969
2018,1.065779,-0.001844
2019,1.067717,0.001816
2020,1.064144,-0.003352
2021,1.064847,0.000660
2022,1.067896,0.002859
2023,1.064136,-0.003527
2024,1.064713,0.000542
2025,1.064028,-0.000643
2026,1.066070,0.001917
2027,1.064538,-0.001437
2028,1.058354,-0.005827
2029,1.060680,0.002196
2030,1.061735,0.000994
2031,1.061906,0.000160
2032,1.059678,-0.002100
2033,1.057433,-0.002121
2034,1.056616,-0.000773
2035,1.055613,-0.000950
2036,1.053710,-0.001804
2037,1.056756,0.002886
2038,1.056369,-0.000366
2039,1.058679,0.002184
2040,1.063545,0.004586
2041,1.068878,0.005002
2042,1.067183,-0.001587
2043,1.065875,-0.001226
2044,1.067926,0.001923
2045,1.068698,0.000722
2046,1.067124,-0.001473
2047,1.065012,-0.001981
2048,1.065000,-0.000011
2049,1.068231,0.003029
2050,1.067020,-0.001134
2051,1.067998,0.000916
2052,1.069086,0.001018
2053,1.068576,-0.000478
2054,1.066667,-0.001788
2055,1.061403,-0.004947
2056,1.064029,0.002471
2057,1.064113,0.000079
2058,1.062697,-0.001331
2059,1.063716,0.000958
2060,1.063893,0.000166
2061,1.061574,-0.002182
2062,1.062348,0.000729
2063,1.061388,-0.000904
2064,1.060200,-0.001119
2065,1.060102,-0.000092
2066,1.060612,0.000481
2067,1.060918,0.000288
2068,1.063132,0.002085
2069,1.061711,-0.001338
2070,1.055929,-0.005461
2071,1.054456,-0.001396
2072,1.052392,-0.001960
2073,1.056310,0.003716
2074,1.056495,0.000175
2075,1.058526,0.001921
2076,1.059119,0.000560
2077,1.059885,0.000723
2078,1.058298,-0.001499
2079,1.061614,0.003129
2080,1.062687,0.001010
2081,1.063214,0.000496
2082,1.065717,0.002352
2083,1.067936,0.002079
2084,1.066993,-0.000883
2085,1.069042,0.001919
2086,1.065382,-0.003430
2087,1.063472,-0.001794
2088,1.063249,-0.000209
2089,1.065735,0.002335
2090,1.066218,0.000453
2091,1.067187,0.000908
2092,1.072176,0.004664
2093,1.071419,-0.000706
2094,1.068775,-0.002471
2095,1.068874,0.000092
2096,1.067416,-0.001365
2097,1.070018,0.002435
2098,1.073940,0.003658
2099,1.074289,0.000326
2100,1.071117,-0.002957
2101,1.070903,-0.000199
2102,1.071351,0.000418
2103,1.073019,0.001556
2104,1.073685,0.000621
2105,1.073494,-0.000178
2106,1.077203,0.003449
2107,1.075302,-0.001766
2108,1.070204,-0.004753
2109,1.074501,0.004007
2110,1.075154,0.000608
2111,1.077403,0.002090
2112,1.075478,-0.001788
2113,1.074252,-0.001140
2114,1.071028,-0.003006
2115,1.067171,-0.003607
2116,1.062871,-0.004038
2117,1.062471,-0.000376
2118,1.063641,0.001101
2119,1.065925,0.002145
2120,1.064885,-0.000976
2121,1.064077,-0.000759
2122,1.062103,-0.001858
2123,1.063506,0.001321
2124,1.064654,0.001079
2125,1.061557,-0.002913
2126,1.060153,-0.001323
2127,1.063203,0.002872
2128,1.061063,-0.002014
2129,1.062817,0.001652
2130,1.064794,0.001858
2131,1.063916,-0.000825
2132,1.063004,-0.000858
2133,1.060823,-0.002054
2134,1.057320,-0.003308
2135,1.056646,-0.000637
2136,1.055151,-0.001416
2137,1.054359,-0.000750
2138,1.054269,-0.000086
2139,1.053553,-0.000679
2140,1.049685,-0.003678
2141,1.049473,-0.000202
2142,1.050722,0.001190
2143,1.047350,-0.003214
2144,1.045385,-0.001879
2145,1.045626,0.000231
2146,1.045614,-0.000011
2147,1.042603,-0.002884
2148,1.042087,-0.000495
2149,1.037075,-0.004821
2150,1.038471,0.001345
2151,1.037567,-0.000870
2152,1.038860,0.001245
2153,1.037552,-0.001260
2154,1.037548,-0.000004
2155,1.037812,0.000254
2156,1.036236,-0.001520
2157,1.037166,0.000897
2158,1.034261,-0.002805
2159,1.034626,0.000353
2160,1.033556,-0.001035
2161,1.031862,-0.001640
2162,1.028400,-0.003361
2163,1.027829,-0.000555
2164,1.027831,0.000001
2165,1.023516,-0.004207
2166,1.019486,-0.003946
2167,1.021899,0.002364
2168,1.022009,0.000108
2169,1.025122,0.003041
2170,1.025213,0.000089
2171,1.025823,0.000594
2172,1.028941,0.003035
2173,1.029373,0.000420
2174,1.025506,-0.003764
2175,1.024270,-0.001206
2176,1.021302,-0.002902
2177,1.021366,0.000063
2178,1.025343,0.003885
2179,1.026336,0.000968
2180,1.026044,-0.000284
2181,1.026634,0.000575
2182,1.025894,-0.000721
2183,1.024548,-0.001314
2184,1.024110,-0.000427
2185,1.022930,-0.001153
2186,1.026170,0.003162
2187,1.025965,-0.000200
2188,1.027867,0.001852
2189,1.030282,0.002347
2190,1.031412,0.001096
2191,1.030437,-0.000946
2192,1.025970,-0.004344
2193,1.027128,0.001128
2194,1.029264,0.002077
2195,1.030016,0.000730
2196,1.028502,-0.001470
2197,1.028305,-0.000192
2198,1.028774,0.000456
2199,1.024526,-0.004137
2200,1.024936,0.000399
2201,1.021044,-0.003804
2202,1.019377,-0.001634
2203,1.018002,-0.001350
2204,1.018307,0.000299
2205,1.020149,0.001807
2206,1.019225,-0.000906
2207,1.019395,0.000167
2208,1.018765,-0.000618
2209,1.018705,-0.000059
2210,1.016779,-0.001893
2211,1.015814,-0.000949
2212,1.016751,0.000922
2213,1.014165,-0.002546
2214,1.016740,0.002535
2215,1.012297,-0.004379
2216,1.011726,-0.000564
2217,1.011492,-0.000231
2218,1.010018,-0.001459
2219,1.011703,0.001667
2220,1.010657,-0.001034
2221,1.009843,-0.000806
2222,1.009283,-0.000555
2223,1.013209,0.003882
2224,1.016310,0.003056
2225,1.017946,0.001609
2226,1.015293,-0.002609
2227,1.015696,0.000396
2228,1.016076,0.000374
2229,1.019978,0.003833
2230,1.018271,-0.001676
2231,1.018064,-0.000203
2232,1.017162,-0.000886
2233,1.017429,0.000262
2234,1.016639,-0.000777
2235,1.017079,0.000434
2236,1.017090,0.000010
2237,1.016281,-0.000796
2238,1.018261,0.001947
2239,1.020158,0.001861
2240,1.016597,-0.003497
2241,1.014722,-0.001846
2242,1.014962,0.000237
2243,1.017802,0.002795
2244,1.017715,-0.000086
2245,1.019302,0.001559
2246,1.017935,-0.001343
2247,1.016265,-0.001642
2248,1.017829,0.001538
2249,1.014516,-0.003261
2250,1.016253,0.001711
2251,1.014389,-0.001836
2252,1.012488,-0.001876
2253,1.009045,-0.003406
2254,1.013401,0.004308
2255,1.012749,-0.000643
2256,1.012297,-0.000447
2257,1.011261,-0.001024
2258,1.012642,0.001365
2259,1.013138,0.000490
2260,1.016477,0.003290
2261,1.019066,0.002544
2262,1.019953,0.000870
2263,1.020687,0.000719
2264,1.023344,0.002600
2265,1.023745,0.000392
2266,1.020198,-0.003471
2267,1.021608,0.001382
2268,1.019516,-0.002051
2269,1.019448,-0.000066
2270,1.020323,0.000858
2271,1.018558,-0.001731
2272,1.018394,-0.000161
2273,1.015253,-0.003090
2274,1.014225,-0.001013
2275,1.013781,-0.000437
2276,1.013137,-0.000635
2277,1.011701,-0.001419
2278,1.011700,-0.000001
2279,1.015704,0.003950
2280,1.013954,-0.001724
2281,1.014930,0.000962
2282,1.014742,-0.000185
2283,1.014290,-0.000445
2284,1.014035,-0.000252
2285,1.015814,0.001752
2286,1.011337,-0.004417
2287,1.010460,-0.000867
2288,1.008253,-0.002186
2289,1.009428,0.001164
2290,1.011312,0.001866
2291,1.007944,-0.003336
2292,1.009979,0.002017
2293,1.012752,0.002742
2294,1.014502,0.001727
2295,1.014997,0.000488
2296,1.017087,0.002057
2297,1.014749,-0.002302
2298,1.014195,-0.000545
2299,1.014899,0.000694
2300,1.014350,-0.000542
2301,1.010599,-0.003705
2302,1.010675,0.000075
2303,1.013728,0.003016
2304,1.013625,-0.000102
2305,1.013340,-0.000281
2306,1.012198,-0.001128
2307,1.015370,0.003129
2308,1.013610,-0.001735
2309,1.010453,-0.003120
2310,1.011777,0.001309
2311,1.012498,0.000713
2312,1.010808,-0.001671
2313,1.010598,-0.000208
2314,1.009556,-0.001031
2315,1.008944,-0.000607
2316,1.008710,-0.000232
2317,1.008113,-0.000592
2318,1.011400,0.003255
2319,1.012124,0.000716
2320,1.010989,-0.001122
2321,1.010769,-0.000217
2322,1.007210,-0.003528
2323,1.007576,0.000364
2324,1.005738,-0.001826
2325,1.006668,0.000924
2326,1.004855,-0.001802
2327,1.003072,-0.001777
2328,1.000855,-0.002212
2329,0.999173,-0.001682
2330,0.999231,0.000058
2331,1.000226,0.000996
2332,1.000085,-0.000142
2333,0.999596,-0.000489
2334,0.997910,-0.001688
2335,0.997714,-0.000196
2336,1.000943,0.003230
2337,1.003414,0.002466
2338,1.003484,0.000070
2339,1.006052,0.002556
2340,1.006379,0.000325
2341,1.008586,0.002191
2342,1.007371,-0.001206
2343,1.009485,0.002097
2344,1.009882,0.000393
2345,1.009198,-0.000677
2346,1.008774,-0.000420
2347,1.010355,0.001566
2348,1.007289,-0.003039
2349,1.007524,0.000234
2350,1.010703,0.003150
2351,1.012137,0.001417
2352,1.013274,0.001123
2353,1.008397,-0.004825
2354,1.006127,-0.002253
2355,1.009953,0.003796
2356,1.012575,0.002593
2357,1.014506,0.001905
2358,1.013032,-0.001455
2359,1.011039,-0.001969
2360,1.011718,0.000672
2361,1.010394,-0.001310
2362,1.012795,0.002374
2363,1.014027,0.001215
2364,1.016724,0.002657
2365,1.017201,0.000469
2366,1.017297,0.000094
2367,1.014815,-0.002443
2368,1.015162,0.000342
2369,1.016616,0.001431
2370,1.014931,-0.001658
2371,1.011814,-0.003076
2372,1.011936,0.000121
2373,1.012855,0.000908
2374,1.011836,-0.001007
2375,1.012683,0.000836
2376,1.010577,-0.002081
2377,1.014203,0.003581
2378,1.014482,0.000275
2379,1.017269,0.002744
2380,1.017645,0.000369
2381,1.015257,-0.002350
2382,1.016579,0.001301
2383,1.014170,-0.002372
2384,1.016322,0.002119
2385,1.019134,0.002764
2386,1.020812,0.001645
2387,1.020681,-0.000129
2388,1.019773,-0.000890
2389,1.022211,0.002388
2390,1.018334,-0.003800
2391,1.020118,0.001751
2392,1.024156,0.003950
2393,1.023521,-0.000621
2394,1.023990,0.000459
2395,1.026819,0.002759
2396,1.025965,-0.000831
2397,1.024875,-0.001063
2398,1.022109,-0.002703
2399,1.022569,0.000450
2400,1.026569,0.003905
2401,1.028283,0.001668
2402,1.030542,0.002194
2403,1.031633,0.001058
2404,1.031873,0.000233
2405,1.029365,-0.002433
2406,1.026586,-0.002704
2407,1.026293,-0.000285
2408,1.026949,0.000639
2409,1.024593,-0.002297
2410,1.024360,-0.000227
2411,1.025582,0.001192
2412,1.023930,-0.001612
2413,1.023998,0.000066
2414,1.020212,-0.003704
2415,1.021923,0.001676
2416,1.017059,-0.004771
2417,1.017041,-0.000018
2418,1.018115,0.001055
2419,1.016831,-0.001262
2420,1.016797,-0.000033
2421,1.021571,0.004684
2422,1.018244,-0.003263
2423,1.015903,-0.002302
2424,1.013748,-0.002124
2425,1.013792,0.000044
2426,1.014448,0.000647
2427,1.015784,0.001317
2428,1.017601,0.001786
2429,1.020514,0.002859
2430,1.019474,-0.001020
2431,1.019096,-0.000371
2432,1.020908,0.001776
2433,1.020647,-0.000256
2434,1.020366,-0.000275
2435,1.015886,-0.004400
2436,1.015739,-0.000145
2437,1.014427,-0.001293
2438,1.014779,0.000347
2439,1.013705,-0.001058
2440,1.013206,-0.000493
2441,1.013848,0.000633
2442,1.014487,0.000630
2443,1.013269,-0.001201
2444,1.012701,-0.000561
2445,1.012297,-0.000400
2446,1.013074,0.000767
2447,1.014263,0.001173
2448,1.012219,-0.002018
2449,1.015424,0.003162
2450,1.013021,-0.002369
2451,1.015343,0.002289
2452,1.013542,-0.001775
2453,1.012487,-0.001042
2454,1.012600,0.000112
2455,1.011512,-0.001074
2456,1.010112,-0.001385
2457,1.009811,-0.000299
2458,1.008838,-0.000964
2459,1.012481,0.003605
2460,1.010968,-0.001495
2461,1.012691,0.001703
2462,1.016414,0.003670
2463,1.016720,0.000300
2464,1.020556,0.003766
2465,1.020665,0.000107
2466,1.022527,0.001823
2467,1.023490,0.000942
2468,1.026441,0.002879
2469,1.025440,-0.000976
2470,1.023952,-0.001452
2471,1.020408,-0.003467
2472,1.016101,-0.004230
2473,1.017171,0.001053
2474,1.018573,0.001377
2475,1.017511,-0.001043
2476,1.017536,0.000024
2477,1.017317,-0.000215
2478,1.015724,-0.001567
2479,1.018891,0.003113
2480,1.016673,-0.002180
2481,1.021120,0.004365
2482,1.021797,0.000663
2483,1.021449,-0.000341
2484,1.020183,-0.001240
2485,1.019893,-0.000285
2486,1.020462,0.000558
2487,1.026132,0.005541
2488,1.026047,-0.000083
2489,1.024941,-0.001078
2490,1.025372,0.000420
2491,1.025285,-0.000085
2492,1.026596,0.001278
2493,1.025047,-0.001511
2494,1.026800,0.001709
2495,1.029989,0.003100
2496,1.032423,0.002361
2497,1.030795,-0.001578
2498,1.030547,-0.000241
2499,1.030001,-0.000529
2500,1.031534,0.001487
2501,1.030584,-0.000921
2502,1.030739,0.000150
2503,1.031754,0.000984
2504,1.029700,-0.001994
2505,1.028696,-0.000975
2506,1.029609,0.000887
2507,1.028560,-0.001019
2508,1.029330,0.000748
2509,1.028169,-0.001128
2510,1.028257,0.000086
2511,1.029832,0.001530
2512,1.032499,0.002586
2513,1.034543,0.001978
2514,1.035545,0.000968
2515,1.036595,0.001013
2516,1.036006,-0.000568
2517,1.036032,0.000025
2518,1.039008,0.002869
2519,1.042420,0.003279
2520,1.041242,-0.001131
2521,1.042262,0.000979
2522,1.040072,-0.002104
2523,1.038946,-0.001083
2524,1.036625,-0.002236
2525,1.036881,0.000247
2526,1.035854,-0.000992
2527,1.035430,-0.000409
2528,1.038162,0.002635
2529,1.038439,0.000267
2530,1.036944,-0.001441
2531,1.034994,-0.001882
2532,1.031683,-0.003204
2533,1.030611,-0.001040
2534,1.033075,0.002388
2535,1.032496,-0.000561
2536,1.031166,-0.001288
2537,1.032586,0.001376
2538,1.033998,0.001367
2539,1.032775,-0.001184
2540,1.033405,0.000610
2541,1.031192,-0.002144
2542,1.028218,-0.002888
2543,1.030293,0.002016
2544,1.028385,-0.001854
2545,1.026710,-0.001630
2546,1.022403,-0.004204
2547,1.021345,-0.001035
2548,1.023300,0.001912
2549,1.022563,-0.000721
2550,1.022336,-0.000222
2551,1.024173,0.001795
2552,1.025012,0.000819
2553,1.029142,0.004021
2554,1.027281,-0.001809
2555,1.024634,-0.002580
2556,1.023510,-0.001098
2557,1.023646,0.000133
2558,1.023546,-0.000097
2559,1.022010,-0.001502
2560,1.022300,0.000284
2561,1.026527,0.004126
2562,1.030331,0.003698
2563,1.026380,-0.003842
2564,1.027663,0.001249
2565,1.028792,0.001098
2566,1.026218,-0.002505
2567,1.027722,0.001465
2568,1.028712,0.000962
2569,1.027614,-0.001068
2570,1.027299,-0.000307
2571,1.027578,0.000272
2572,1.027761,0.000177
2573,1.030231,0.002400
2574,1.030018,-0.000207
2575,1.029834,-0.000178
2576,1.032483,0.002568
2577,1.034203,0.001665
2578,1.039012,0.004639
2579,1.039340,0.000316
2580,1.041800,0.002363
2581,1.041860,0.000058
2582,1.043694,0.001759
2583,1.040493,-0.003072
2584,1.040520,0.000026
2585,1.041185,0.000639
2586,1.039546,-0.001576
2587,1.036767,-0.002677
2588,1.032429,-0.004193
2589,1.033427,0.000966
2590,1.030960,-0.002390
2591,1.029705,-0.001218
2592,1.025992,-0.003613
2593,1.028034,0.001988
2594,1.025355,-0.002609
2595,1.024526,-0.000809
2596,1.023968,-0.000545
2597,1.027274,0.003223
2598,1.027427,0.000149
2599,1.024147,-0.003197
2600,1.023815,-0.000325
2601,1.022581,-0.001206
2602,1.020527,-0.002010
2603,1.023856,0.003257
2604,1.025630,0.001731
2605,1.022705,-0.002856
2606,1.024976,0.002218
2607,1.030144,0.005029
2608,1.030687,0.000527
2609,1.029007,-0.001631
2610,1.027461,-0.001503
2611,1.022253,-0.005082
2612,1.024138,0.001842
2613,1.024878,0.000723
2614,1.026540,0.001620
2615,1.025439,-0.001073
2616,1.028444,0.002926
2617,1.030402,0.001903
2618,1.031448,0.001014
2619,1.030042,-0.001364
2620,1.027454,-0.002516
2621,1.029287,0.001782
2622,1.034435,0.004990
2623,1.035517,0.001045
2624,1.035285,-0.000224
2625,1.036245,0.000927
2626,1.036240,-0.000005
2627,1.039099,0.002755
2628,1.040133,0.000994
2629,1.041152,0.000980
2630,1.043834,0.002572
2631,1.045150,0.001260
2632,1.043922,-0.001176
2633,1.047170,0.003107
2634,1.046480,-0.000659
2635,1.046967,0.000465
2636,1.047585,0.000591
2637,1.050866,0.003127
2638,1.052855,0.001890
2639,1.051038,-0.001727
2640,1.051376,0.000322
2641,1.054220,0.002701
2642,1.058745,0.004283
2643,1.059940,0.001128
2644,1.061081,0.001075
2645,1.060700,-0.000359
2646,1.059673,-0.000968
2647,1.060174,0.000473
2648,1.060530,0.000336
2649,1.060777,0.000233
2650,1.060289,-0.000461
2651,1.062581,0.002159
2652,1.061402,-0.001110
2653,1.059593,-0.001706
2654,1.058160,-0.001353
2655,1.057964,-0.000185
2656,1.055686,-0.002156
2657,1.050746,-0.004690
2658,1.048012,-0.002605
2659,1.048889,0.000837
2660,1.051835,0.002805
2661,1.048441,-0.003233
2662,1.046824,-0.001544
2663,1.051633,0.004584
2664,1.049313,-0.002209
2665,1.049380,0.000063
2666,1.048605,-0.000739
2667,1.043488,-0.004891
2668,1.044849,0.001303
2669,1.041681,-0.003036
2670,1.038602,-0.002960
2671,1.033920,-0.004518
2672,1.036555,0.002545
2673,1.034503,-0.001981
2674,1.035078,0.000555
2675,1.038130,0.002945
2676,1.035633,-0.002409
2677,1.037838,0.002127
2678,1.038262,0.000408
2679,1.037064,-0.001154
2680,1.037658,0.000572
2681,1.037406,-0.000243
2682,1.039118,0.001649
2683,1.037569,-0.001492
2684,1.033880,-0.003562
2685,1.033720,-0.000156
2686,1.035147,0.001380
2687,1.034953,-0.000187
2688,1.037958,0.002899
2689,1.039921,0.001889
2690,1.039503,-0.000402
2691,1.039252,-0.000241
2692,1.037956,-0.001248
2693,1.040470,0.002419
2694,1.042507,0.001956
2695,1.045189,0.002570
2696,1.045616,0.000408
2697,1.041655,-0.003795
2698,1.042720,0.001022
2699,1.041780,-0.000902
2700,1.040850,-0.000893
2701,1.040221,-0.000605
2702,1.038063,-0.002076
2703,1.040070,0.001932
2704,1.038796,-0.001226
2705,1.039940,0.001101
2706,1.038788,-0.001109
2707,1.043285,0.004320
2708,1.045576,0.002194
2709,1.043985,-0.001523
2710,1.043339,-0.000619
2711,1.043249,-0.000086
2712,1.042941,-0.000295
2713,1.044326,0.001327
2714,1.046409,0.001993
2715,1.046194,-0.000206
2716,1.045854,-0.000325
2717,1.044879,-0.000932
2718,1.046719,0.001759
2719,1.050344,0.003457
2720,1.050830,0.000463
2721,1.050731,-0.000094
2722,1.051606,0.000832
2723,1.051431,-0.000167
2724,1.049509,-0.001829
2725,1.048583,-0.000883
2726,1.047113,-0.001403
2727,1.047240,0.000121
2728,1.049139,0.001812
2729,1.046989,-0.002052
2730,1.045241,-0.001671
2731,1.045623,0.000366
2732,1.050143,0.004314
2733,1.051695,0.001476
2734,1.053408,0.001628
2735,1.050435,-0.002826
2736,1.050111,-0.000308
2737,1.051730,0.001541
2738,1.054491,0.002622
2739,1.056456,0.001862
2740,1.056516,0.000056
2741,1.054118,-0.002272
2742,1.057151,0.002873
2743,1.057680,0.000500
2744,1.059175,0.001413
2745,1.059972,0.000752
2746,1.059360,-0.000578
2747,1.059121,-0.000225
2748,1.054524,-0.004350
2749,1.058766,0.004014
2750,1.058488,-0.000262
2751,1.053951,-0.004296
2752,1.054011,0.000057
2753,1.053191,-0.000778
2754,1.053672,0.000457
2755,1.055218,0.001466
2756,1.054335,-0.000837
2757,1.054078,-0.000244
2758,1.051349,-0.002593
2759,1.050464,-0.000842
2760,1.050670,0.000196
2761,1.046164,-0.004298
2762,1.044774,-0.001329
2763,1.044280,-0.000473
2764,1.046833,0.002441
2765,1.048730,0.001811
2766,1.045630,-0.002961
2767,1.044680,-0.000909
2768,1.045467,0.000753
2769,1.044997,-0.000450
2770,1.046889,0.001809
2771,1.046185,-0.000673
2772,1.044863,-0.001264
2773,1.043794,-0.001024
2774,1.043007,-0.000754
2775,1.042117,-0.000853
2776,1.038205,-0.003761
2777,1.037586,-0.000596
2778,1.033368,-0.004074
2779,1.033339,-0.000028
2780,1.033006,-0.000322
2781,1.031876,-0.001094
2782,1.031936,0.000058
2783,1.029809,-0.002064
2784,1.025292,-0.004395
2785,1.026333,0.001015
2786,1.024246,-0.002035
2787,1.023346,-0.000880
2788,1.018920,-0.004334
2789,1.018810,-0.000108
2790,1.015728,-0.003030
2791,1.015191,-0.000529
2792,1.012744,-0.002413
2793,1.013835,0.001077
2794,1.013698,-0.000136
2795,1.012809,-0.000877
2796,1.010284,-0.002497
2797,1.011404,0.001108
2798,1.010655,-0.000741
2799,1.010074,-0.000574
2800,1.008720,-0.001342
2801,1.010025,0.001293
2802,1.009491,-0.000529
2803,1.011701,0.002187
2804,1.011395,-0.000302
2805,1.011520,0.000123
2806,1.009252,-0.002244
2807,1.006485,-0.002745
2808,1.001599,-0.004866
2809,1.002776,0.001175
2810,1.002518,-0.000258
2811,1.003695,0.001174
2812,1.004533,0.000834
2813,1.006745,0.002199
2814,1.007195,0.000447
2815,1.008571,0.001365
2816,1.006366,-0.002188
2817,1.008267,0.001887
2818,1.009455,0.001177
2819,1.012648,0.003159
2820,1.007867,-0.004732
2821,1.005473,-0.002378
2822,1.004835,-0.000635
2823,1.007751,0.002898
2824,1.005951,-0.001788
2825,1.008048,0.002083
2826,1.005538,-0.002493
2827,1.003783,-0.001747
2828,1.004765,0.000978
2829,1.000771,-0.003983
2830,0.998365,-0.002407
2831,0.997111,-0.001257
2832,0.998668,0.001560
2833,1.000326,0.001659
2834,0.999741,-0.000585
2835,0.998944,-0.000797
2836,0.999040,0.000096
2837,0.999007,-0.000033
2838,0.999816,0.000809
2839,0.997349,-0.002470
2840,0.998494,0.001147
2841,0.997193,-0.001304
2842,0.997429,0.000237
2843,0.996099,-0.001335
2844,0.999120,0.003029
2845,0.999795,0.000675
2846,0.998261,-0.001536
2847,0.994808,-0.003464
2848,0.995370,0.000564
2849,0.993299,-0.002083
2850,0.994527,0.001236
2851,0.994479,-0.000048
2852,0.994890,0.000413
2853,0.996554,0.001672
2854,0.993796,-0.002772
2855,0.993537,-0.000261
2856,0.992701,-0.000842
2857,0.993644,0.000950
2858,0.994197,0.000557
2859,0.993421,-0.000781
2860,0.991904,-0.001528
2861,0.995761,0.003880
2862,0.994161,-0.001607
2863,0.994634,0.000476
2864,0.992987,-0.001658
2865,0.994128,0.001149
2866,0.999759,0.005649
2867,1.001088,0.001328
2868,1.003965,0.002870
2869,1.004659,0.000690
2870,1.007884,0.003205
2871,1.011809,0.003887
2872,1.010344,-0.001449
2873,1.006865,-0.003449
2874,1.006992,0.000125
2875,1.010907,0.003881
2876,1.008388,-0.002495
2877,1.006117,-0.002254
2878,1.008337,0.002204
2879,1.009912,0.001561
2880,1.007753,-0.002140
2881,1.004853,-0.002883
2882,1.004361,-0.000490
2883,1.005713,0.001346
2884,1.000353,-0.005344
2885,1.002121,0.001766
2886,1.003621,0.001496
2887,1.005223,0.001594
2888,1.005211,-0.000012
2889,1.007520,0.002294
2890,1.005667,-0.001841
2891,1.005457,-0.000209
2892,1.003346,-0.002102
2893,1.002321,-0.001022
2894,1.006309,0.003971
2895,1.005599,-0.000705
2896,1.006552,0.000947
2897,1.005590,-0.000956
2898,1.002062,-0.003515
2899,1.001940,-0.000121
2900,1.003479,0.001535
2901,1.002563,-0.000914
2902,1.001918,-0.000643
2903,1.002230,0.000312
2904,0.998794,-0.003434
2905,0.993256,-0.005560
2906,0.995337,0.002093
2907,0.997661,0.002332
2908,0.996028,-0.001638
2909,0.996882,0.000857
2910,0.996015,-0.000870
2911,0.997828,0.001818
2912,0.996846,-0.000985
2913,0.995564,-0.001287
2914,0.998164,0.002609
2915,0.996722,-0.001446
2916,0.996571,-0.000151
2917,0.994020,-0.002564
2918,0.994126,0.000107
2919,0.997553,0.003441
2920,0.997118,-0.000436
2921,0.997036,-0.000082
2922,0.995040,-0.002003
2923,0.995296,0.000257
2924,0.994856,-0.000442
2925,0.997201,0.002355
2926,0.999313,0.002115
2927,1.001020,0.001707
2928,1.002165,0.001143
2929,1.005505,0.003327
2930,1.006008,0.000500
2931,1.009891,0.003852
2932,1.009344,-0.000542
2933,1.009305,-0.000039
2934,1.008777,-0.000524
2935,1.011417,0.002613
2936,1.012056,0.000632
2937,1.007169,-0.004841
2938,1.008102,0.000926
2939,1.006328,-0.001761
2940,1.007387,0.001051
2941,1.011332,0.003909
2942,1.009025,-0.002284
2943,1.006180,-0.002824
2944,1.005815,-0.000363
2945,1.005512,-0.000301
2946,1.005397,-0.000114
2947,1.005155,-0.000241
2948,1.001428,-0.003714
2949,0.999422,-0.002005
2950,0.999836,0.000414
2951,0.998812,-0.001025
2952,0.998232,-0.000581
2953,0.995925,-0.002314
2954,0.995470,-0.000457
2955,0.998795,0.003335
2956,1.001941,0.003145
2957,1.002287,0.000345
2958,1.005620,0.003319
2959,1.004189,-0.001424
2960,1.008065,0.003853
2961,1.008579,0.000510
2962,1.005601,-0.002956
2963,1.007224,0.001612
2964,1.003135,-0.004068
2965,1.002134,-0.000998
2966,1.001187,-0.000946
2967,1.001721,0.000533
2968,1.004722,0.002992
2969,1.005625,0.000899
2970,1.002445,-0.003168
2971,1.001651,-0.000792
2972,0.999152,-0.002498
2973,0.998535,-0.000617
2974,0.999876,0.001342
2975,0.997544,-0.002335
2976,0.995411,-0.002140
2977,0.999323,0.003922
2978,0.997709,-0.001616
2979,0.996770,-0.000942
2980,0.997951,0.001185
2981,0.999742,0.001793
2982,0.995089,-0.004665
2983,0.997308,0.002228
2984,0.998214,0.000908
2985,0.996205,-0.002015
2986,0.995309,-0.000900
2987,0.993863,-0.001453
2988,0.994498,0.000639
2989,0.994769,0.000272
2990,0.993488,-0.001288
2991,0.993759,0.000273
2992,0.995977,0.002229
2993,0.999298,0.003329
2994,1.002666,0.003365
2995,1.002936,0.000269
2996,1.002811,-0.000125
2997,1.000266,-0.002541
2998,0.997960,-0.002308
